id,age,job,marital,education,credit_default,housing,loan
7175,30,technician,married,university_degree,unknown,yes,no
7176,30,blue-collar,married,basic_9y,no,yes,no
7177,42,admin,married,high_school,no,no,no
7178,37,technician,single,university_degree,no,yes,no
7179,35,unknown,married,basic_9y,no,no,no
7180,34,blue-collar,married,basic_9y,no,yes,no
7181,49,management,married,basic_4y,no,yes,no
7182,53,self-employed,married,basic_4y,no,no,no
7183,30,admin,single,university_degree,no,yes,no
7184,41,admin,single,university_degree,unknown,yes,no
7185,35,blue-collar,married,basic_4y,no,no,no
7186,55,housemaid,single,basic_9y,no,no,no
7187,27,blue-collar,married,basic_4y,no,yes,no
7188,30,admin,single,university_degree,no,yes,no
7189,33,blue-collar,single,basic_4y,no,no,no
7190,33,admin,married,high_school,no,yes,no
7191,49,admin,married,basic_6y,unknown,no,yes
7192,39,services,married,basic_4y,no,no,no
7193,25,admin,married,university_degree,no,yes,no
7194,35,self-employed,married,university_degree,no,no,yes
7195,37,unemployed,married,professional_course,no,no,no
7196,34,technician,married,professional_course,no,no,no
7197,32,blue-collar,married,basic_9y,unknown,no,no
7198,38,services,single,high_school,no,yes,no
7199,37,self-employed,single,university_degree,unknown,yes,no
7200,31,services,single,high_school,unknown,yes,no
7201,45,admin,married,basic_9y,no,yes,no
7202,35,technician,single,university_degree,unknown,yes,no
7203,31,blue-collar,married,basic_9y,no,yes,no
7204,41,blue-collar,married,basic_6y,no,no,no
7205,29,self-employed,married,university_degree,no,no,no
7206,35,blue-collar,single,,no,no,no
7207,50,blue-collar,married,basic_4y,unknown,yes,no
7208,56,technician,married,professional_course,unknown,yes,no
7209,50,admin,married,basic_9y,no,no,no
7210,25,self-employed,single,university_degree,no,no,no
7211,29,services,single,high_school,no,yes,no
7212,37,blue-collar,divorced,basic_9y,unknown,yes,no
7213,33,self-employed,single,university_degree,no,yes,no
7214,41,technician,single,professional_course,no,yes,no
7215,44,blue-collar,divorced,basic_6y,unknown,yes,no
7216,34,student,single,basic_4y,unknown,yes,no
7217,38,admin,single,basic_9y,no,no,yes
7218,37,services,married,high_school,no,yes,no
7219,35,blue-collar,married,basic_4y,unknown,no,no
7220,52,unemployed,married,high_school,unknown,no,no
7221,40,technician,married,high_school,no,no,no
7222,43,technician,married,university_degree,unknown,no,no
7223,25,services,single,high_school,no,no,no
7224,53,services,married,high_school,unknown,no,no
7225,36,blue-collar,married,basic_9y,unknown,yes,no
7226,59,admin,married,high_school,no,yes,no
7227,46,entrepreneur,married,professional_course,unknown,yes,no
7228,57,self-employed,single,high_school,unknown,no,no
7229,45,technician,married,university_degree,no,yes,no
7230,36,management,married,university_degree,no,yes,no
7231,37,admin,married,university_degree,no,yes,no
7232,31,technician,married,professional_course,no,no,no
7233,46,admin,married,,unknown,yes,no
7234,28,technician,married,high_school,no,yes,no
7235,52,blue-collar,married,basic_4y,no,yes,no
7236,59,blue-collar,married,basic_9y,unknown,no,no
7237,59,admin,married,university_degree,no,yes,yes
7238,38,blue-collar,married,basic_4y,unknown,no,no
7239,25,services,single,,no,yes,yes
7240,36,blue-collar,married,basic_9y,no,yes,no
7241,58,housemaid,married,basic_4y,unknown,no,no
7242,35,admin,married,high_school,no,yes,no
7243,32,blue-collar,single,university_degree,no,yes,no
7244,27,student,single,high_school,unknown,yes,no
7245,34,technician,married,university_degree,no,no,no
7246,50,blue-collar,married,basic_4y,unknown,no,no
7247,32,admin,divorced,university_degree,no,yes,no
7248,37,admin,single,university_degree,no,yes,no
7249,53,management,married,university_degree,unknown,unknown,unknown
7250,33,admin,married,university_degree,no,yes,no
7251,46,blue-collar,married,basic_6y,no,yes,no
7252,40,blue-collar,married,basic_4y,unknown,no,no
7253,51,unemployed,married,basic_4y,unknown,yes,no
7254,39,blue-collar,married,basic_6y,unknown,no,no
7255,42,blue-collar,married,basic_4y,no,yes,no
7256,52,blue-collar,married,basic_4y,unknown,no,no
7257,37,technician,married,university_degree,no,yes,no
7258,36,admin,married,university_degree,no,yes,yes
7259,35,blue-collar,married,basic_9y,unknown,no,no
7260,41,blue-collar,married,basic_4y,unknown,yes,no
7261,33,services,single,high_school,no,no,no
7262,29,admin,married,university_degree,no,no,no
7263,46,blue-collar,married,basic_4y,unknown,yes,no
7264,30,blue-collar,married,basic_9y,no,yes,no
7265,55,retired,married,university_degree,unknown,yes,no
7266,42,admin,single,university_degree,unknown,yes,no
7267,48,services,married,high_school,no,yes,no
7268,32,services,married,high_school,unknown,yes,yes
7269,56,management,divorced,basic_9y,unknown,yes,no
7270,48,technician,married,professional_course,unknown,no,no
7271,40,technician,married,basic_9y,unknown,no,yes
7272,38,technician,single,university_degree,no,yes,yes
7273,38,blue-collar,single,basic_6y,no,no,no
7274,41,blue-collar,married,professional_course,no,no,no
7275,39,management,married,basic_6y,no,yes,no
7276,45,admin,married,basic_9y,unknown,no,yes
7277,46,self-employed,married,basic_4y,unknown,no,no
7278,54,blue-collar,married,university_degree,no,no,yes
7279,29,services,single,basic_4y,no,yes,no
7280,51,blue-collar,married,basic_9y,no,no,no
7281,41,entrepreneur,married,basic_9y,no,yes,no
7282,54,blue-collar,single,basic_4y,no,no,no
7283,31,admin,divorced,university_degree,no,yes,yes
7284,54,admin,married,university_degree,unknown,no,yes
7285,54,technician,divorced,university_degree,no,no,yes
7286,36,admin,divorced,high_school,no,yes,no
7287,31,self-employed,married,university_degree,no,no,yes
7288,30,technician,single,university_degree,unknown,yes,no
7289,58,retired,married,basic_9y,unknown,yes,no
7290,55,admin,married,high_school,no,no,yes
7291,37,blue-collar,single,basic_9y,unknown,no,no
7292,55,technician,married,university_degree,no,yes,no
7293,30,blue-collar,married,basic_9y,no,yes,yes
7294,39,blue-collar,married,basic_4y,no,yes,yes
7295,27,services,single,professional_course,no,no,no
7296,34,blue-collar,married,basic_6y,no,no,no
7297,53,services,married,high_school,unknown,no,no
7298,52,retired,married,basic_9y,unknown,no,no
7299,51,blue-collar,divorced,basic_4y,no,yes,no
7300,49,technician,married,basic_9y,no,yes,no
7301,37,management,married,basic_9y,no,no,no
7302,53,retired,married,basic_4y,no,no,no
7303,53,housemaid,single,basic_4y,unknown,no,no
7304,59,management,married,basic_4y,unknown,yes,no
7305,55,technician,divorced,university_degree,unknown,no,no
7306,34,blue-collar,married,basic_9y,no,no,no
7307,37,services,married,high_school,unknown,yes,yes
7308,45,unknown,married,,no,no,yes
7309,50,blue-collar,single,basic_4y,no,no,no
7310,35,services,married,high_school,no,no,no
7311,28,services,single,high_school,no,no,no
7312,36,entrepreneur,married,university_degree,no,yes,no
7313,37,housemaid,married,university_degree,unknown,yes,no
7314,35,services,single,high_school,no,yes,yes
7315,26,technician,single,professional_course,no,no,no
7316,32,services,married,high_school,no,yes,no
7317,32,blue-collar,married,basic_6y,no,yes,no
7318,59,admin,single,university_degree,no,yes,yes
7319,45,blue-collar,married,basic_6y,unknown,yes,no
7320,30,services,single,high_school,no,yes,no
7321,27,blue-collar,married,basic_4y,unknown,no,no
7322,48,admin,divorced,high_school,no,yes,no
7323,59,blue-collar,married,basic_4y,unknown,no,no
7324,35,blue-collar,married,basic_9y,unknown,no,no
7325,35,blue-collar,single,university_degree,no,yes,yes
7326,37,blue-collar,married,basic_4y,no,no,no
7327,38,blue-collar,married,high_school,unknown,yes,no
7328,39,blue-collar,married,basic_9y,no,no,yes
7329,42,blue-collar,married,,unknown,unknown,unknown
7330,57,technician,married,university_degree,no,no,no
7331,42,housemaid,single,basic_4y,no,yes,no
7332,25,blue-collar,single,high_school,no,yes,no
7333,54,self-employed,married,professional_course,unknown,no,no
7334,46,management,married,basic_9y,no,no,no
7335,34,entrepreneur,married,basic_4y,no,yes,no
7336,44,blue-collar,married,high_school,no,yes,no
7337,42,services,married,professional_course,no,no,no
7338,42,services,married,professional_course,no,yes,no
7339,58,blue-collar,married,basic_4y,unknown,yes,yes
7340,41,blue-collar,married,basic_9y,unknown,no,no
7341,41,management,single,high_school,no,yes,no
7342,48,blue-collar,married,basic_6y,no,no,no
7343,33,blue-collar,single,basic_9y,no,yes,yes
7344,58,services,married,basic_4y,no,no,no
7345,42,admin,single,basic_9y,unknown,no,no
7346,52,self-employed,married,university_degree,no,no,no
7347,31,technician,single,university_degree,no,yes,no
7348,39,admin,single,university_degree,unknown,no,no
7349,35,blue-collar,married,basic_4y,unknown,no,no
7350,28,services,married,high_school,no,yes,no
7351,32,blue-collar,single,basic_9y,no,no,no
7352,37,technician,single,university_degree,no,no,no
7353,36,blue-collar,single,basic_9y,unknown,no,no
7354,51,blue-collar,married,basic_6y,no,yes,no
7355,34,admin,married,high_school,no,no,no
7356,40,admin,married,high_school,no,yes,yes
7357,47,blue-collar,married,basic_9y,no,no,no
7358,43,admin,married,university_degree,no,yes,no
7359,34,housemaid,divorced,high_school,no,no,no
7360,30,admin,married,university_degree,no,yes,no
7361,35,blue-collar,divorced,basic_9y,no,no,yes
7362,45,technician,married,professional_course,unknown,no,no
7363,52,blue-collar,married,basic_4y,unknown,no,no
7364,26,admin,single,high_school,no,yes,no
7365,36,admin,single,university_degree,no,no,no
7366,42,admin,single,university_degree,no,yes,no
7367,30,admin,married,high_school,no,no,no
7368,37,blue-collar,unknown,basic_6y,unknown,no,yes
7369,35,blue-collar,single,basic_9y,no,yes,no
7370,33,entrepreneur,married,university_degree,no,yes,no
7371,38,blue-collar,married,basic_9y,no,yes,yes
7372,34,admin,single,university_degree,no,no,no
7373,28,blue-collar,single,basic_9y,no,no,no
7374,33,admin,married,university_degree,no,yes,no
7375,39,admin,married,university_degree,no,yes,no
7376,26,blue-collar,single,basic_9y,no,no,no
7377,36,housemaid,married,high_school,no,no,no
7378,35,admin,single,high_school,no,no,no
7379,33,self-employed,married,basic_6y,no,no,no
7380,34,services,married,high_school,no,no,yes
7381,27,student,single,university_degree,unknown,no,no
7382,41,admin,single,high_school,no,no,yes
7383,34,blue-collar,married,basic_9y,unknown,yes,no
7384,25,admin,married,university_degree,no,no,no
7385,34,unemployed,married,,no,yes,no
7386,50,admin,married,university_degree,no,yes,no
7387,25,blue-collar,married,basic_6y,no,no,no
7388,26,admin,married,high_school,unknown,no,no
7389,37,self-employed,divorced,university_degree,no,yes,no
7390,49,entrepreneur,married,university_degree,unknown,no,no
7391,37,blue-collar,married,basic_9y,unknown,no,no
7392,32,unemployed,single,high_school,unknown,yes,yes
7393,50,blue-collar,married,basic_4y,unknown,no,no
7394,51,services,married,high_school,unknown,yes,no
7395,55,unknown,married,,unknown,no,no
7396,49,services,married,high_school,no,yes,yes
7397,40,services,married,high_school,no,no,yes
7398,52,blue-collar,single,,unknown,no,no
7399,55,unknown,married,,unknown,yes,no
7400,38,admin,single,university_degree,no,yes,no
7401,52,self-employed,married,university_degree,no,yes,no
7402,34,services,married,high_school,no,yes,no
7403,44,admin,divorced,university_degree,unknown,yes,no
7404,48,blue-collar,married,basic_6y,no,yes,no
7405,26,technician,married,basic_6y,no,yes,no
7406,28,services,married,,no,no,yes
7407,31,entrepreneur,married,basic_9y,unknown,yes,no
7408,58,housemaid,married,basic_4y,unknown,yes,no
7409,37,self-employed,married,basic_9y,no,no,no
7410,43,housemaid,married,basic_4y,unknown,no,no
7411,37,technician,single,university_degree,no,yes,no
7412,37,technician,single,university_degree,no,no,no
7413,35,services,single,high_school,no,yes,no
7414,30,blue-collar,single,basic_4y,unknown,no,no
7415,34,services,married,high_school,no,no,no
7416,30,services,married,high_school,unknown,no,no
7417,37,technician,married,professional_course,unknown,unknown,unknown
7418,38,blue-collar,married,high_school,no,yes,no
7419,30,admin,married,university_degree,no,no,no
7420,25,technician,single,professional_course,no,yes,no
7421,41,admin,divorced,high_school,no,no,no
7422,25,student,single,high_school,no,no,no
7423,26,technician,married,professional_course,no,no,no
7424,37,admin,married,university_degree,no,no,no
7425,44,management,divorced,basic_9y,unknown,no,no
7426,39,technician,married,professional_course,no,yes,no
7427,49,admin,divorced,high_school,no,no,no
7428,41,admin,married,high_school,no,no,no
7429,33,admin,married,high_school,no,no,no
7430,30,admin,married,university_degree,no,yes,yes
7431,37,blue-collar,single,,unknown,no,no
7432,33,management,married,basic_9y,unknown,no,no
7433,35,management,single,,no,no,no
7434,35,housemaid,married,basic_4y,no,no,no
7435,45,blue-collar,divorced,basic_9y,no,unknown,unknown
7436,40,technician,married,university_degree,no,no,no
7437,43,blue-collar,divorced,basic_4y,unknown,yes,no
7438,39,technician,married,university_degree,unknown,yes,no
7439,32,technician,single,university_degree,no,yes,no
7440,45,blue-collar,divorced,basic_9y,no,no,no
7441,29,technician,married,professional_course,no,no,no
7442,36,housemaid,married,high_school,no,yes,yes
7443,35,blue-collar,divorced,basic_9y,no,yes,no
7444,25,blue-collar,married,basic_9y,unknown,yes,no
7445,27,admin,single,high_school,unknown,no,no
7446,40,admin,married,high_school,no,no,no
7447,46,housemaid,married,basic_4y,no,no,no
7448,30,services,single,professional_course,no,yes,no
7449,52,blue-collar,single,,unknown,no,no
7450,36,admin,married,high_school,no,no,no
7451,32,blue-collar,married,professional_course,no,no,no
7452,43,blue-collar,married,basic_4y,unknown,no,yes
7453,26,blue-collar,single,basic_9y,no,yes,no
7454,56,technician,married,basic_4y,unknown,no,no
7455,32,blue-collar,married,basic_9y,no,no,no
7456,43,blue-collar,married,basic_4y,unknown,yes,no
7457,40,management,divorced,university_degree,unknown,yes,yes
7458,30,blue-collar,married,basic_4y,unknown,yes,no
7459,26,admin,married,high_school,no,yes,no
7460,42,unemployed,divorced,high_school,no,no,no
7461,32,blue-collar,married,basic_4y,no,no,no
7462,33,admin,married,university_degree,no,no,no
7463,42,blue-collar,married,basic_9y,unknown,yes,no
7464,43,admin,married,university_degree,no,no,no
7465,26,admin,single,high_school,no,no,yes
7466,41,blue-collar,married,basic_4y,no,yes,no
7467,39,technician,married,professional_course,no,no,no
7468,26,services,single,,no,yes,no
7469,48,blue-collar,married,professional_course,no,no,no
7470,47,blue-collar,married,basic_6y,unknown,yes,no
7471,41,admin,married,university_degree,no,no,no
7472,37,blue-collar,single,basic_9y,unknown,no,no
7473,60,admin,married,high_school,no,yes,no
7474,24,technician,single,professional_course,unknown,yes,yes
7475,52,services,married,high_school,unknown,unknown,unknown
7476,44,blue-collar,married,basic_4y,no,yes,no
7477,30,services,married,high_school,no,yes,yes
7478,50,technician,married,professional_course,no,yes,no
7479,30,blue-collar,married,basic_9y,unknown,no,no
7480,30,services,married,high_school,no,no,no
7481,35,blue-collar,married,,no,no,no
7482,27,services,single,high_school,no,no,no
7483,53,technician,married,professional_course,unknown,yes,no
7484,53,technician,married,professional_course,unknown,yes,no
7485,57,services,divorced,high_school,no,no,no
7486,31,services,married,high_school,no,no,no
