"id","year","product_name","company","country","industry_group","weight_kg","carbon_footprint_pcf","upstream_percent_total_pcf","operations_percent_total_pcf","downstream_percent_total_pcf"
"20309-3-2013",2013,"Passat B7 2.0 TDI BlueMotion Technology","Volkswagen AG","Germany","Automobiles & Components",1539.039,28011,"20.54%","6.33%","73.12%"
"20309-3-2014",2014,"VW Passat","Volkswagen AG","Germany","Automobiles & Components",1539.039,28011,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-3-2015",2015,"Volkswagen Passat","Volkswagen AG","Germany","Automobiles & Components",1539.039,28011,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-3-2016",2016,"Volkswagen Passat","Volkswagen AG","Germany","Automobiles & Components",1539.039,28011,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-4-2013",2013,"Audi A3 2.0 TDI","Volkswagen AG","Germany","Automobiles & Components",1460.114,30647,"15.68%","4.84%","79.48%"
"20309-5-2014",2014,"Mean value for a vehicle within the Volkswagen Group according to CDP Report 2013 (global scope)","Volkswagen AG","Germany","Automobiles & Components",1539.039,34694,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-5-2015",2015,"Mean value for a vehicle within the Volkswagen Group according to CDP Report 2014 (global scope)","Volkswagen AG","Germany","Automobiles & Components",1539.039,33683,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-6-2014",2014,"VW up!","Volkswagen AG","Germany","Automobiles & Components",929.8644,21488,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-6-2015",2015,"Volkswagen up!","Volkswagen AG","Germany","Automobiles & Components",929.8644,21488,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-6-2016",2016,"Volkswagen up!","Volkswagen AG","Germany","Automobiles & Components",929.8644,21488,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-7-2014",2014,"Audi A6","Volkswagen AG","Germany","Automobiles & Components",1895.109,37094,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-7-2015",2015,"Audi A6","Volkswagen AG","Germany","Automobiles & Components",1895.109,37094,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-7-2016",2016,"Audi A6","Volkswagen AG","Germany","Automobiles & Components",1895.109,37094,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-8-2014",2014,"VW Caddy","Volkswagen AG","Germany","Automobiles & Components",1128,28608,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-8-2015",2015,"Volkswagen Caddy","Volkswagen AG","Germany","Automobiles & Components",1128,28608,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-8-2016",2016,"Volkswagen Caddy","Volkswagen AG","Germany","Automobiles & Components",1128,28608,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-9-2016",2016,"Volkswagen e-up","Volkswagen AG","Germany","Automobiles & Components",1185,7550,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20523-1-2013",2013,"Alliance HPLC (High Peformance Liquid Chromatography)  The Alliance is an HPLC that is unique in that it has a single set of electronic boards that control the functions for both the solvent delivery system and the autosampler in the liquid chromatograph.","Waters Corporation","USA","""Pharmaceuticals, Biotechnology & Life Sciences""",59,15196.6,"2.95%","0.64%","96.41%"
"20523-1-2014",2014,"Alliance (HPLC)","Waters Corporation","USA","""Pharmaceuticals, Biotechnology & Life Sciences""",59,40215,"1.41%","0.30%","98.28%"
"20523-2-2013",2013,"""ACQUITY® UPLC, ACQUITY® I-Class, ACQUITY® H-Class""","Waters Corporation","USA","""Pharmaceuticals, Biotechnology & Life Sciences""",25.9,17074.4,"4.07%","0.88%","95.05%"
"20527-1-2013",2013,"Electric Motor","Weg S/A","Brazil","Capital Goods",90,53057.5,"0.01%","0.00%","99.99%"
"20527-1-2014",2014,"Electric Motor","Weg S/A","Brazil","Capital Goods",90,87589.36467,"0.02%","0.00%","99.98%"
"20527-1-2015",2015,"Electric Motor","Weg S/A","Brazil","Electrical Equipment and Machinery",90,20007.62,"0.10%","0.02%","99.88%"
"20822-1-2013",2013,"Phaser 6600","Xerox Corporation","USA","Technology Hardware & Equipment",25.5,584,"3.60%","67.29%","29.11%"
"20822-1-2014",2014,"Phaser 6600","Xerox Corporation","USA","Technology Hardware & Equipment",25.5,584,"3.60%","67.29%","29.11%"
"20822-1-2015",2015,"Phaser 6600","Xerox Corporation","USA","Software & Services",25.5,584,"3.60%","67.29%","29.11%"
"20822-1-2016",2016,"Phaser 6600","Xerox Corporation","USA","Software & Services",25.5,584,"3.60%","67.29%","29.11%"
"20822-2-2013",2013,"ColorQube 8900","Xerox Corporation","USA","Technology Hardware & Equipment",46.308,2445,"1.60%","27.72%","70.69%"
"20822-2-2015",2015,"ColorQube 8900","Xerox Corporation","USA","Software & Services",46.308,2445,"1.60%","27.72%","70.69%"
"20822-2-2016",2016,"ColorQube 8900","Xerox Corporation","USA","Software & Services",46.308,2445,"1.60%","27.72%","70.69%"
"20822-3-2013",2013,"ColorQube 9200","Xerox Corporation","USA","Technology Hardware & Equipment",368.8,7090,"1.26%","32.44%","66.29%"
"20822-3-2014",2014,"ColorQube 9200","Xerox Corporation","USA","Technology Hardware & Equipment",368.8,7090,"1.27%","32.57%","66.16%"
"20822-3-2015",2015,"ColorQube 9200","Xerox Corporation","USA","Software & Services",368.8,7090,"1.27%","32.57%","66.16%"
"20822-3-2016",2016,"ColorQube 9200","Xerox Corporation","USA","Software & Services",368.8,7090,"1.27%","32.57%","66.16%"
"20822-4-2013",2013,"ColorQube 8870","Xerox Corporation","USA","Technology Hardware & Equipment",34.0194,2110,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20822-4-2014",2014,"ColorQube 8870","Xerox Corporation","USA","Technology Hardware & Equipment",34.0194,2011,"3.88%","9.10%","87.02%"
"20822-4-2015",2015,"ColorQube 8870","Xerox Corporation","USA","Software & Services",34.0194,2011,"3.88%","9.10%","87.02%"
"20822-4-2016",2016,"ColorQube 8870","Xerox Corporation","USA","Software & Services",34.0194,2011,"3.88%","9.10%","87.02%"
"20822-5-2014",2014,"Phaser 7100","Xerox Corporation","USA","Technology Hardware & Equipment",44,2000,"13.31%","2.12%","84.57%"
"20822-5-2015",2015,"Phaser 7100","Xerox Corporation","USA","Software & Services",44,2000,"13.31%","2.12%","84.57%"
"20822-5-2016",2016,"Phaser 7100","Xerox Corporation","USA","Software & Services",44,2000,"13.31%","2.12%","84.57%"
"20822-6-2015",2015,"WorkCentre 5945/5955","Xerox Corporation","USA","Software & Services",158.5,4216,"64.27%","0.00%","35.73%"
"20822-6-2016",2016,"WorkCentre 5945/5955","Xerox Corporation","USA","Software & Services",158.5,4216,"64.29%","0.00%","35.71%"
"20822-7-2015",2015,"WorkCentre 5325","Xerox Corporation","USA","Software & Services",137.2,1300,"47.58%","2.61%","49.81%"
"20822-7-2016",2016,"WorkCentre 5325","Xerox Corporation","USA","Software & Services",137.2,1300,"47.58%","2.61%","49.81%"
"20822-8-2015",2015,"WorkCentre 5330","Xerox Corporation","USA","Software & Services",137.2,1500,"41.53%","2.28%","56.20%"
"20822-8-2016",2016,"WorkCentre 5330","Xerox Corporation","USA","Software & Services",137.2,1500,"41.53%","2.28%","56.20%"
"20822-9-2015",2015,"WorkCentre 5335","Xerox Corporation","USA","Software & Services",137.2,1700,"37.51%","2.06%","60.44%"
"20822-9-2016",2016,"WorkCentre 5335","Xerox Corporation","USA","Software & Services",137.2,1700,"37.51%","2.06%","60.44%"
"20871-1-2015",2015,"Pressure transmitter (圧力発信器) GTX","Azbil Corporation","Japan","Technology Hardware & Equipment",3.6,42.2,"54.23%","20.36%","25.41%"
"20871-2-2015",2015,"Photoelectric sensor (光電センサー)","Azbil Corporation","Japan","Technology Hardware & Equipment",0.11,13.8,"1.70%","0.13%","98.17%"
"20871-5-2015",2015,"Neosensor indoor temperature sensor (ネオセンサ 室内用温度センサ)","Azbil Corporation","Japan","Technology Hardware & Equipment",0.11,2.5,"96.00%","2.80%","1.20%"
"20871-6-2015",2015,"Temperature sensor for duct (ダクト用温度センサ)","Azbil Corporation","Japan","Technology Hardware & Equipment",0.24,8.3,"99.81%","0.00%","0.19%"
"20947-1-2014",2014,"1 fuel-efficient tire for passenger cars (乗用車用低燃費タイヤ)","""Yokohama Rubber Company, Limited""","Japan","Automobiles & Components",8.7,256.5,"9.36%","2.73%","87.91%"
"20947-1-2015",2015,"1 fuel-efficient tire for passenger cars (乗用車用低燃費タイヤ)","""Yokohama Rubber Company, Limited""","Japan","Tires",8.7,287.68,"13.77%","4.00%","82.24%"
"20947-2-2014",2014,"1 fuel-efficient truck and buss tireトラック・バス用低燃費タイヤ１本当たり","""Yokohama Rubber Company, Limited""","Japan","Automobiles & Components",160,1881,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20947-2-2015",2015,"1 fuel-efficient truck and buss tireトラック・バス用低燃費タイヤ１本当たり","""Yokohama Rubber Company, Limited""","Japan","Tires",160,1734,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2116-1-2015",2015,"CHEP wooden exchange (pooled) pallet in USA 48x40","Brambles","Australia","Trading Companies & Distributors and Commercial Services & Supplies",31.8,40.79,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2116-2-2015",2015,"CHEP wooden exchange (pooled) pallet in Canada 48x40","Brambles","Australia","Trading Companies & Distributors and Commercial Services & Supplies",31.8,35.16,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2116-3-2015",2015,"Foldable reusable plastic crates (RPCs) in Australia","Brambles","Australia","Trading Companies & Distributors and Commercial Services & Supplies",2.5,20.04,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2116-5-2015",2015,"CHEP wooden exchange (pooled) pallet in Canada 48x20","Brambles","Australia","Trading Companies & Distributors and Commercial Services & Supplies",15.9,18.76,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2116-6-2015",2015,"IFCO reusable plastic crates (RPCs) in North America","Brambles","Australia","Trading Companies & Distributors and Commercial Services & Supplies",2.4062,89.567,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2116-8-2015",2015,"Rigid side reusable plastic crates (RPCs) in Australia","Brambles","Australia","Trading Companies & Distributors and Commercial Services & Supplies",2.4062,34.15,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2135-1-2013",2013,"""The Polyethylene (PE), molecular formula (CH2)n, is currently the world's main plastic material. Its properties depend on the shape of the polyethylene — given that the ones of low density are more flexible while the high density polyethylenes are more rigid. This material is produced from the polymerization of the monomer ethylene. Despite the differences between the types of polyethylene produced by Braskem, this assessment was targeted at finding an average value of emissions for all of the resins produced. The figure provide in column \""Total emissions in kg CO2e per unit\"" has the dimension of tCO2e/ ton product.""","Braskem S/A","Brazil","Materials",1,1.32,"82.40%","17.60%","0.00%"
"2135-1-2014",2014,"Polyethylene","Braskem S/A","Brazil","Materials",1,1.32,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"2135-1-2015",2015,"Polyethylene","Braskem S/A","Brazil","Chemicals",1,1.32,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
